Symbol	GSM998327	GSM998335	GSM998346	GSM998318	GSM998319	GSM998320	GSM998322	GSM998324	GSM998325	GSM998326	GSM998328	GSM998331	GSM998332	GSM998333	GSM998336	GSM998337	GSM998340	GSM998342	GSM998345	GSM998348
RASSF9	-0.72	-1.922	-0.332	-0.097	0.742	0.067	NA	-1.87	0.158	-1.004	NA	-1.786	-0.416	-1.557	-1.433	2.314	-0.666	-1.641	-0.734	-1.235
NKX2-8	-0.64	1.018	-0.322	1.173	-0.699	-0.09	-0.512	-0.075	0.025	-1.109	-1.497	-0.818	0.134	0.066	-0.171	-0.834	-0.041	0.457	-1.069	-0.626
HADH	-2.892	-3.054	-2.017	-3.3	-1.3	-1.721	-2.122	0.165	-2.379	-0.816	-2.365	-1.659	-0.628	0.111	-0.341	-1.094	-1.061	-1.041	-1.39	-1.048
ACAT1	-2.838	-4.191	-3.446	-2.079	-1.678	0.16	-2.656	-0.541	-3.062	-1.815	-1.785	-3.132	-0.311	-0.309	-0.375	-1.454	-0.461	0.331	-1.112	-2.152
ASXL1	-2.41	-2.673	-2.214	-2.477	-3.196	-2.286	-2.479	-1.181	-3.105	-2.308	-2.83	-2.265	-2.294	-1.688	-1.822	-2.495	-2.448	-2.781	-2.611	-2.401
LMO4	-2.024	-2.71	-2.789	-3.244	-8.131	-3.957	2.695	-2.436	-2.336	-3.425	-3.806	-2.728	-3.76	-3.252	-4.263	-3.273	-3.264	-3.704	-4.292	-2.807
ZNF117	0.399	0.349	0.026	0.705	-1.716	-1.07	-1.927	0.149	-0.465	-0.574	-0.745	-0.629	-0.809	-1.356	-1.489	-0.725	-0.958	-0.353	-0.487	-0.894
NUP50	0.342	0.415	0.926	-1.756	-0.1	-0.217	-3.936	-0.068	-1.206	-0.323	-0.679	-0.441	-0.911	-1.626	-0.251	0.142	-0.355	0.073	-0.678	-0.065
MSL1	0.17	-0.401	0.608	-1.052	-1.185	-0.266	-2.92	-1.121	-0.812	-0.612	-0.333	-0.551	-0.356	-0.587	-0.665	-0.794	-1.291	-0.034	-0.429	-0.359
INTS8	-0.697	-0.95	0.004	-0.378	-1.295	0.42	-1.674	-0.121	-0.903	-0.141	0.359	-0.527	0.444	0.204	-0.231	-0.402	0.47	0.417	0.408	-0.02
CYP20A1	-0.971	-1.555	-0.869	-0.62	-2.057	-1.842	-2.815	-1.106	-2.438	-1.132	-1.462	-0.724	-1.234	-1.177	-1.833	-0.671	-1.18	-1.537	-1.119	-1.354
TSEN15	-0.462	-0.443	0.178	-0.136	-0.489	-0.898	-0.425	0.145	-0.433	-0.365	-0.41	-0.212	-0.736	-0.972	-0.893	-0.153	-0.436	-0.714	-0.372	-0.505
ERBB2	-2.465	-2.269	-2.768	-3.107	-3.421	-1.199	-2.526	-1.839	-2.828	-2.506	-2.206	-1.795	-2.158	-2.4	-2.53	-2.374	-2.123	-1.905	-2.801	-2.038
NR1D1	-0.473	-1.048	-0.767	-0.502	-4.752	-0.965	NA	-1.14	-2.063	-1.432	-2.586	-0.706	-1.685	-1.978	-1.33	-1.531	-1.948	-1.709	-1.925	-1.061
TXNRD1	-0.911	-1.296	-1.282	-2.121	-1.533	-1.521	-1.944	-0.821	-1.929	-1.612	-0.939	-1.873	-0.815	-1.332	-1.166	-1.429	-1.717	-1.191	-1.295	-1.72
SFTPC	-2.342	-4.333	-3.849	-4.637	-3.506	-4.078	-0.126	-2.55	-3.604	-3.896	-3.603	-5.217	-5.039	-4.359	-5.026	-5.058	-4.001	-4.797	-3.807	-4.256
CXCL12	-0.329	0.372	-2.791	-0.204	-1.005	0.312	0.742	0.17	-1.321	-0.797	-1.293	-1.969	-1.032	-1.287	-1.545	-0.323	-0.683	-0.615	-1.315	-1.328
SLC6A12	0.816	2.222	1.13	0.842	2.336	1.747	-1.314	0.719	2.025	1.488	0.877	0.89	0.407	1.292	1.287	1.176	1.592	1.347	1.795	0.54
PPP3CB	-2.334	-0.57	-1.883	-2.823	-2.037	0.275	-1.283	0.386	-0.932	-0.21	-0.498	-0.797	0.039	-0.086	-0.212	-0.304	0.136	0.85	-0.685	-1.394
TMEM62	-0.493	-3.795	NA	-1.456	NA	NA	1.045	-1.123	-2.824	0.057	1.306	0.2	0.134	0.171	-1.454	3.171	-0.098	-0.658	0.702	-0.443
ISG20	0.657	1.521	-1.443	-0.306	NA	1.112	0.049	0.937	1.17	0.473	0.814	0.248	0.898	2.02	1.205	4.929	2.03	-0.888	0.764	1.698
FOXO3	-0.371	0.717	0.726	0.409	-0.681	-1.941	-2.532	-0.992	0.418	-0.65	-1.673	0.504	-2.45	-2.406	-1.841	-1.12	-2.928	-2.854	-1.388	-1.052
CYB561D2	1.806	0.194	0.918	0.344	1.416	2.333	-0.446	3.027	2.183	3.137	0.353	1.372	2.702	2.777	3.12	3.171	2.027	2.266	2.354	2.254
STAG2	-0.026	0.495	1.063	-1.185	-0.484	0.862	-0.797	0.206	0.058	-0.223	-0.154	-0.684	0.538	0.081	-0.098	0.028	0.296	1.809	1.23	0.863
GPR137B	1.296	0.602	1.355	0.677	1.099	0.437	NA	-0.017	0.561	-0.19	0.413	-0.403	0.711	0.387	0.307	1.099	0.311	1.69	-0.591	2.156
PRPF18	-0.127	-3.9	-0.69	-1.266	-0.53	1.509	-1.512	-0.291	3.414	0.325	0.163	-0.043	1.893	2.164	1.093	0.828	0.732	2.382	1.851	0.346
HIPK3	0.653	-2.304	1.846	-1.233	-1.983	NA	0.084	0.059	0.479	-1.85	-0.58	-0.789	-1.244	-0.431	-2.004	4.45	-2.526	-0.943	1.265	-0.585
WRAP73	0.759	0.971	-0.1	1.159	0.768	0.509	-5.835	0.238	0.085	0.628	-0.295	-0.173	0.385	0.318	0.574	0.729	-0.254	-0.013	0.605	0.28
CACNB4	NA	0.667	1.427	-1.453	-1.461	-3.095	-3.664	-0.774	-0.87	-2.4	-1.057	-0.951	-1.33	-0.574	-1.038	-0.643	-2.238	-1.668	0.991	-0.68
FZD8	-4.365	-3.985	-5.53	-4.038	-3.679	-5.014	-4.852	-2.331	-3.568	-5.124	-6.13	-5.207	-5.483	-5.263	-4.928	-4.993	-7.535	-4.436	-2.725	-5.287
CBX5	0.194	0.714	0.398	-0.587	-0.189	0.091	-7.215	-0.574	-1.17	-0.674	-0.916	-2.739	-0.451	-0.741	-1.374	0.713	-1.188	-0.877	-1.381	-1.257
PLA2G12A	-1.6	0.085	-0.931	-1.258	-2.157	0.888	-0.91	0.439	-3.102	-0.422	0.3	0.05	1.518	1.185	0.281	0.325	1.01	1.229	0.846	0.377
SERTAD2	0.584	-1.343	-0.476	-1.671	-0.538	-2.131	NA	-1.106	-2.282	0.173	-1.61	-0.797	-0.958	-0.595	-2.29	1.102	0.133	-1.674	-1.2	-1.425
CPM	3.642	5.534	4.739	-1.609	-2.338	-0.253	-1.702	-1.497	0.446	-0.953	-1.862	-1.496	-1.991	-2.126	-1.72	-2.308	-1.157	-0.922	-1.659	-2.138
PDK4	-1.418	-1.479	-1.378	NA	-6.757	-4.446	-0.337	-4.871	-3.014	-5.031	-3.865	-4.376	-4.518	-5.008	-4.396	-4.527	-4.919	-3.856	-3.234	-3.577
PSMB8	4.106	3.003	3.324	1.905	3.35	2.658	1.244	2.886	3.763	3.531	3.079	3.339	2.39	3.527	3.27	2.425	1.887	3.297	3.823	3.248
CACNB3	-3.454	-5.019	-5.898	-4.117	-3.414	-3.496	1.13	-2.847	-3.242	-3.801	-2.975	-4.957	-4.668	-4.81	-4.478	-4.938	-3.801	-4.695	-3.406	-3.73
RPL35	-1.889	-3.073	-3.247	-3.018	-2.131	0.009	0.949	-0.261	-3.471	-1.527	-1.962	-2.578	-0.461	-0.01	-0.569	-0.92	-0.512	0.514	-1.476	-1.751
SLC31A1	-1.963	-2.272	-2.194	-1.708	-2.471	-3.143	0.604	-1.856	-2.767	-2.961	-3.199	-2.28	-3.403	-3.248	-3.33	-3.487	-2.295	-3.299	-2.477	-2.717
NFRKB	-1.278	-2.704	-2.358	-2.804	-1.309	-0.205	-0.276	-0.075	-2.542	-0.736	-1.792	-2.398	-0.284	0.155	-0.39	-0.666	-0.893	0.453	-1.502	-1.376
ITPA	-0.362	-0.034	-0.019	-0.136	-0.872	-0.328	-1.06	-0.027	-0.149	0.088	-1.016	-0.302	-0.458	-0.33	0.182	-0.625	-0.274	-0.569	-0.455	0.069
FKBP2	-0.205	-1.26	-0.437	-0.718	-0.341	1.96	-1.222	1.681	0.059	2.09	-0.021	0.941	1.687	2.158	2.927	1.411	1.495	0.615	1.232	1.12
GRN	-2.051	-1.066	-1.669	-0.468	0.59	-2.298	-0.808	-1.567	-0.194	0.456	-0.166	-0.177	-1.523	-1.324	-0.123	-1.578	-2.21	-1.757	-0.438	-0.639
NPEPPS	-0.175	0.434	0.876	-0.266	-0.017	-0.213	-2.062	0.075	0.148	-0.327	0.428	0.409	-0.53	-1.036	0.373	-0.799	0.085	-0.866	-0.048	0.543
MRPS34	-0.811	-0.126	0.021	-3.195	-2.444	0.549	NA	1.103	-0.897	-0.431	-0.52	-1.503	-0.572	-0.169	-0.346	0.225	0.751	-0.171	-3.338	-0.893
PEA15	-1.022	1.355	0.131	-1.882	-3.243	2.186	-2.796	-2.915	-0.054	-1.362	-0.81	-0.298	-1.413	0.088	-1.426	-2.455	0.744	-1.275	-1.622	-0.404
ECH1	-1.103	-1.359	-1.526	-1.406	-0.822	-0.876	-1.925	0.125	-0.617	0.511	-1.156	-0.041	-0.241	0.273	1.235	-0.449	-1.161	-1.479	-0.379	-0.125
DBF4	-1.209	-3.358	-1.241	-1.235	-1.726	-0.719	NA	0.378	-0.92	-0.315	-0.148	-1.093	0.332	0.653	0.851	-2.133	0.039	0.374	0.524	-0.062
STAP1	-1.071	0.497	-0.54	-0.046	-0.588	-1.755	0.017	-1.346	0.465	0.469	0.758	-0.209	-0.918	0.379	0.274	0.316	-1.286	0.177	0.2	0.5
ZNF623	1.75	0.913	-0.096	2.313	0.792	1.177	-1.563	0.26	0.711	0.527	0.129	1.514	0.521	-0.275	-0.092	0.895	0.488	0.245	0.9	0.025
SYNRG	0.137	-0.995	0.815	-0.81	-0.035	0.088	1.26	0.954	0.174	1.265	1.011	1.398	0.324	-0.08	0.81	1.29	1.496	0.147	0.106	0.419
RASSF6	1.441	-0.587	0.633	0.479	-1.205	0.433	-2.55	-0.673	1.31	-1.39	-0.994	-2.094	0.716	-0.723	-0.731	2.085	2.203	1.13	0.163	0.105
ZC3H7B	-0.746	-4.595	-4.097	-1.741	-1.882	-1.021	0.826	-1.029	0.581	-0.749	-0.607	-0.137	-1.14	-0.862	-0.348	NA	-1.054	-0.668	-0.193	-1.31
HP1BP3	1.395	1.096	1.193	-0.115	-0.405	0.987	-2.678	0.875	0.104	0.205	0.649	0.381	0.708	0.223	0.625	0.796	0.891	0.356	0.196	0.511
DENND3	0.369	0.779	1.117	-1.077	-0.57	-0.176	-0.897	-0.653	0.455	-0.162	-0.328	-0.294	-0.352	-0.802	-0.022	-0.564	-0.534	-0.977	-0.44	0.148
C5orf34	-0.433	0.763	NA	-2.699	-1.815	0.542	0.641	-1.725	-0.111	-0.507	-1.515	-0.269	-0.289	0.122	-0.623	NA	-1.045	-0.161	-2.215	-1.316
MYO1C	-0.568	1.366	-0.616	1.94	-1.02	-1.038	-1.274	-0.889	-0.465	-2.216	-2.745	-0.807	-2.412	-3.416	-2.794	-2.25	-2.742	-2.323	-2.07	-1.513
RBM25	0.217	-0.278	-0.079	-1.073	-0.574	0.668	-2.096	0.023	-0.092	-0.272	0.102	-0.606	1.889	0.801	0.374	0.488	0.826	2.331	0.983	1.041
PPP1R7	1.98	1.682	0.993	0.86	1.906	1.653	-4.013	3.095	1.771	2.657	1.699	2.163	2.489	3.014	2.97	1.427	1.154	1.211	2.153	2.227
TSN	-4.018	-0.373	-2.192	-4.387	-1.294	-0.809	-1.934	0.257	-2.075	-1.326	-1.414	-3.705	0.823	0.521	-0.155	-0.562	-0.01	1.576	-1.183	-2.516
MAPRE2	-0.061	-0.589	-0.252	-2.361	-1.57	-2.23	-0.751	-1.838	0.013	-1.339	-0.803	-0.436	-1.377	-1.49	-1.109	-1.698	-1.711	-1.034	-1.442	-0.351
TMED9	0.03	-0.306	0.122	-0.741	-0.401	0.842	-1.668	0.777	-0.816	-0.538	0.082	-0.666	0.874	0.79	0.43	0.623	0.856	1.089	0	0.077
XPO1	0.58	NA	4.62	NA	NA	2.94	NA	3.604	4.166	0.553	3.017	4.267	2.034	2.356	0.633	NA	-1.882	1.996	3.351	1.342
VIPR1	1.616	1.25	0.887	0.468	0.365	-0.633	-3.374	-1.173	1.949	0.685	0.134	2.592	0.276	0.437	0.622	0.005	-0.435	0.004	-0.831	1.176
UCHL3	-0.485	0.242	0.034	0.39	-0.345	0.277	-3.771	0.516	-0.525	-0.568	0.111	-1.308	0.055	0.102	0.019	0.038	0.067	1.333	-0.132	-0.383
TSPY1	0.409	1.729	0.403	1.358	-1.677	-0.445	-3.365	0.093	1.729	0.57	-0.919	0.713	0.526	0.876	0.028	1.127	0.434	0.217	0.624	-0.044
SLC6A2	-1.494	0.335	1.306	NA	0.06	NA	0.895	NA	-0.308	-1.695	0.802	-1.189	-0.669	-0.524	-0.592	2.909	2.435	-0.575	-2.438	-0.747
RPS13	0.286	-0.081	0.207	0.018	0.03	-0.252	-0.864	1.247	0.697	-0.081	-1.03	-0.083	-1.231	0.227	-0.824	0.589	0.59	0.332	-0.364	-0.157
RHCE	-0.261	-0.986	-0.662	0.019	-0.453	-2.258	-3.021	-1.952	-0.299	-1.074	-1.89	-0.591	-2.089	-3.117	-2.31	-1.34	-2.523	-1.805	-1.442	-1.65
CEP72	-0.97	-0.44	0.128	-0.883	-0.871	-2.403	-2.245	-0.618	0.146	-0.993	-1.779	-1.863	-0.618	-0.833	-0.925	-1.892	-2.01	-0.656	-1.086	-1.229
SNX25	0.095	-1.111	-0.511	0.139	0.58	0.631	-1.838	0.755	0.019	0.982	-0.433	0.554	1.238	1.25	0.903	1.302	0.928	1.103	0.638	0.548
GGPS1	2.354	-0.246	0.911	-0.745	0.916	-0.58	0.132	-1.034	0.647	-0.007	0.246	0.222	0.576	0.102	0.468	2.666	1.342	-0.205	0.54	0.635
ATAD1	0.828	1.337	-0.446	1.192	0.76	1.137	1.383	0.695	1.383	1.511	1.371	1.762	2.123	1.623	1.69	2.462	1.975	1.483	1.021	1.681
JMJD1C	2.54	1.756	3.604	1.563	3.204	1.822	2.008	1.258	2.673	2.982	3.617	2.068	1.596	1.349	2.734	2.323	1.395	2.486	3.256	3.124
DMD	-3.414	-2.078	1.829	1.442	-4.408	0.006	-3.101	-0.762	2.58	-4.435	NA	-1.576	-2.439	-3.249	-2.462	-1.164	-1.706	-2.08	-0.535	-2.896
SDF2	-3.066	-2.969	-3.659	-3.634	-1.697	-4.944	-4.363	-2.098	-3.211	-2.21	-2.329	-2.485	-3.101	-3.453	-3.816	-2.406	-2.27	-2.544	-2.51	-2.553
PIP5K1A	-3.321	-2.833	-2.756	-3.16	NA	-4.853	-2.456	-1.996	-3.339	-2.924	-3.813	-3.034	-4.234	-3.774	-4.467	-4.771	-7.845	-3.513	-3.85	-3.678
LY6E	-0.908	-0.539	0.277	-1.03	0.209	-0.873	-1.263	0.359	0.033	0.252	-0.697	-0.23	-0.23	0.025	0.427	-0.418	-1.232	0.091	-0.714	-0.726
SOX4	-3.296	-2.685	-3.279	-1.966	-4.564	-3.606	-1.662	-3.433	-4.759	-4.735	-5.107	-5.121	-4.165	-5.608	-4.999	-4.719	-4.736	-4.535	-4.671	-4.717
FAM120B	-1.728	0.994	1.452	0.177	-1.894	-1.374	-2.592	0.009	0.962	-0.479	-0.169	0.142	-1.217	-0.647	0.066	-0.453	-2.059	-1.107	-0.042	-0.352
ZDHHC7	-1.471	0.286	0.456	-0.407	-0.657	1.041	-1.89	1.755	-0.883	0.434	0.094	-1.125	1.69	1.168	1.086	0.366	1.965	1.527	0.578	-0.049
NES	-2.099	-1.703	-0.015	-1.688	-3.527	-1.797	-2.703	-1.842	-2.675	-2.528	-3.381	-1.919	-1.598	-1.987	-1.675	-1.582	-2.244	-1.615	-2.193	-0.796
VAPB	0.098	-1.599	-1.988	-4.376	-0.292	-0.708	-2.191	-1.473	-1.23	-0.773	-4.025	-2.425	-1.315	-1.483	-0.545	0.185	-1.336	-1.339	-0.742	-1.158
PLEKHH3	-3.436	-4.736	-3.602	-3.062	-5.81	-4.431	-1.809	-2.471	-7.166	-3.973	-4.005	-4.259	-3.654	-3.953	-3.817	-3.085	-3.777	-3.826	-3.45	-3.648
DPP9	-1.319	-4.059	-3.088	-2.997	-1.927	-1.391	0.627	0.158	-2.802	-1.472	-2.14	-2.432	-2.202	-1.979	-1.263	-2.423	-2.665	-2.305	-1.822	-1.899
FLVCR2	-0.452	-0.299	-2.495	-0.344	-1.485	-1.07	-2.55	-1.482	-0.561	-0.12	-0.891	-1.113	-0.773	-0.489	-0.009	-0.406	-4.175	-0.212	-0.918	-1.328
SOX5	2.228	1.505	3.699	-0.473	1.716	2.28	4.944	1.465	-0.787	-0.652	0.55	0.73	-0.543	0.312	-0.22	-0.34	0.559	-0.062	1.221	-0.259
AKT3	0.828	-0.056	0.477	1.838	-0.644	0.47	2.149	0.125	-0.573	-0.248	0.078	0.7	-0.619	-0.45	-0.794	-0.146	2.225	-0.255	-0.428	-0.313
HLA-DQA1	1.324	-0.453	0.025	0.444	1.575	0.155	2.049	0.085	1.438	1.067	0.744	1.731	0.864	0.579	0.612	1.247	1.908	-0.065	1.308	1.045
KIN	2.774	0.864	2.488	1.885	3.925	2.378	3.243	2.957	3.086	3.324	3.56	3.103	2.567	2.973	2.781	2.187	4.088	3.765	4.012	2.969
ACSM2B	-1.094	-1.798	-2.602	-1.46	-0.468	-3.419	1.931	-0.698	-2.73	-3.185	-2.904	-1.035	-2.757	-3.306	-3.423	-2.53	-1.896	-3.466	-1.654	-3.03
SPECC1L	-0.521	0.232	-0.302	0.391	0.438	-1.136	2.84	-0.209	0.217	-0.577	-1.453	1.105	-2.035	-0.978	-0.454	-0.993	-0.656	-1.954	-0.577	-0.66
ZBTB39	-0.256	-0.471	0.408	0.631	0.423	-0.446	1.7	0.251	-1.591	-0.81	-0.601	-0.157	-1.015	-0.815	-0.742	-0.837	0.313	-0.705	-0.535	-0.797
ZNF609	1.96	1.105	1.425	1.159	1.057	-0.02	1.61	-0.396	1.29	0.137	-0.75	0.364	0.229	0.057	-0.42	-1.793	0.019	-0.951	0.294	-0.466
BCL2L2	-0.127	-0.198	-0.877	-0.691	-0.141	-0.51	3.155	1.168	-0.168	-1.782	-0.296	-0.912	-0.903	-0.725	-0.659	0.691	0.616	1.97	0.298	-0.673
LRRC8B	0.801	0.468	0.494	-0.944	2.023	-0.625	2.573	0.368	-2.708	-0.091	-1.266	0.482	-0.481	0.215	-0.366	0.11	0.055	-0.121	0.678	0.317
DOCK2	1.293	1.462	1.191	0.227	1.78	0.869	1.949	1.571	2.627	1.183	1.194	2.089	0.621	0.765	1.303	1.347	2.14	1.156	2.158	1.541
TTLL12	-2.191	-1.62	-2.492	-3.448	-1.305	-2.631	0.61	-1.611	-0.583	-1.206	-2.8	-2.626	-1.98	-2.226	-1.671	-1.503	-1.95	-1.259	-1.438	-2.149
SERTAD2	2.182	2.433	2.184	1.284	3.561	0.864	1.92	0.654	1.745	1.246	1.119	2.32	0.359	-0.714	0.515	1.406	1.146	0.432	0.486	1.674
IL2	-1.021	1.506	0.599	-0.067	3.241	0.095	2.481	-0.28	1.059	-0.993	-1.77	1.095	-1.076	-0.589	-1.179	2.004	-2.051	-1.432	-0.205	-0.607
RABGAP1L	2.351	2.119	3.073	2.249	2.497	1.731	2.529	2.246	2.37	2.444	1.875	2.21	1.351	1.246	1.441	1.824	2.172	1.758	2.013	2.227
RABGAP1L	1.344	1.581	2.093	1.332	0.82	0.939	2.796	0.72	0.394	-0.351	-0.481	0.36	0.191	-0.417	-0.671	0.267	0.835	0.632	0.909	0.07
KLHL14	1.015	1.419	1.253	-0.348	1.931	2.939	3.481	2.97	-1.012	2.824	0.411	0.274	3.695	2.954	2.939	2.368	3.669	0.916	2.28	1.115
ARHGAP19	-1.766	-1.383	-0.884	-1.435	-0.938	-2.195	0.353	-1.008	-1.738	-1.261	0.074	-1.047	-2.245	-1.438	-1.312	-1.087	-1.566	-2.651	-1.648	-1.468
KIAA0930	0.44	0.637	0.003	1.437	2.197	0.6	1.537	1.218	1.122	1.404	1.163	1.506	0.048	0.324	1.531	0.942	0.605	0.21	0.928	0.961
BAZ1B	0.207	2.022	1.023	0.723	2.56	-0.206	3.197	-0.004	-0.37	-2.144	-0.905	-0.961	-0.111	-0.084	-0.297	0.745	-0.172	0.196	-0.035	-0.183
RASL10A	-1.51	2.403	1.711	-0.487	1.141	0.193	2.232	0.572	1.044	-0.555	-0.456	2.992	-0.479	0.076	0.374	4.743	0.774	0.448	0.827	-0.309
SELP	3.844	1.732	2.618	1.146	2.803	0.73	2.588	2.464	1.937	1.843	1.678	3.217	0.775	0.761	1.203	1.552	1.137	1.182	1.653	3.005
ZC3H4	-1.545	-1.037	-1.256	-2.498	-1.664	-3.004	1.193	-0.709	-1.797	-1.801	-2.598	-2.175	-2.193	-1.738	-1.522	-1.77	-1.858	-1.657	-1.94	-1.454
NR0B1	-0.873	-1.941	1.114	-0.466	-0.714	-0.802	1.72	0.799	-2.036	-0.863	0.609	0.396	-1.303	-0.965	-0.266	-1.829	-1.609	-0.465	0.632	-1.253
XIAP	1.22	0.77	0.711	-0.266	1.073	0.626	2.176	-0.283	0.592	0.575	1.227	-0.172	1.075	1.046	0.641	0.589	0.728	0.364	1.616	-0.314
EFHD1	-2.062	-1.403	-0.584	-1.955	-1.711	-1.883	0.914	-2.006	-3.202	-3.861	-3.314	-3.306	-3.776	-3.561	-4.855	-3.881	-3.083	-3.826	-3.202	-3.616
MME	0.353	0.38	2.392	2.413	2.999	1.871	0.719	0.585	1.252	2.063	1.672	0.428	-0.416	0.197	0.829	2.6	0.567	1.717	1.267	2.198
HLA-DPA1	9.53	10.128	8.86	8.009	9.478	7.437	6.238	7.796	10.233	8.569	7.323	8.576	6.722	6.828	7.648	8.715	7.856	8.22	8.834	7.655
PITPNC1	-0.522	0.254	-0.129	0.145	0.321	0.682	2.088	2.122	0.357	0.313	0.806	0.769	-0.255	0.925	0.371	-0.086	2.335	0.185	0.965	0.72
ORAI2	-0.377	1.213	0.112	-0.268	2.461	0.678	2.147	1.171	-2.557	-0.574	0.132	-0.43	-0.191	0.806	0.395	0.284	-0.294	-0.735	-1.289	0.036
RICTOR	2.778	1.783	2.099	1.363	0.663	1.635	0.749	0.214	0.462	0.089	2.593	-0.077	1.578	0.157	0.003	0.455	1.011	2.942	2.463	2.148
POLR3E	-0.742	0.11	-0.813	0.104	-0.997	-0.784	0.002	-0.665	-1.637	-1.858	-2.637	-0.756	-1.706	-1.828	-1.236	-2.012	-1.926	-2.503	-1.509	-1.226
SFXN1	-0.481	-0.762	-0.381	-0.992	-0.001	-1.943	-0.779	0.9	-0.764	-0.477	-0.986	-0.315	-0.954	0.05	-0.17	-2.38	0.422	-0.956	-1.751	-0.443
PPARA	0.085	-0.154	0.545	0.757	0.619	-1.303	0.53	-0.147	0.161	-1.15	-0.82	0.339	-2.151	-2.218	-1.562	-1.077	-0.773	-1.644	-1.169	-0.697
IL16	1.878	2.316	2.524	0.803	1.675	0.567	0.091	-0.435	1.879	1.55	1.203	1.958	0.417	0.565	0.754	0.837	1.153	1.036	0.924	1.548
ETV1	-2.129	-1.354	-2.124	-0.842	-1.783	-2.629	-0.03	-1.553	-1.882	-2.773	-3.492	-2.129	-2.565	-4.143	-3.461	-1.836	-2.307	-3.029	-2.346	-2.519
LRRC8B	-0.551	-0.462	-0.288	1.236	-0.587	0.024	-0.433	0.158	0.087	-0.154	-0.628	0.012	-0.2	-1.402	-1.173	0.085	0.116	-0.696	-0.539	-0.393
NXN	-3.999	-3.704	-3.635	-4.208	-4.483	-3.638	0.635	-3.575	-4.674	-4.281	-5.143	-4.144	-4.495	-5.04	-5.054	-3.621	-4.507	-4.963	-4.79	-4.171
FZD6	-2.175	-4.352	-2.859	-2.587	-3.972	-3.219	0.059	-2.57	-4.074	-3.479	-2.668	-3.131	-3.621	-3.917	-4.049	-3.711	-2.563	-4.285	-4.72	-3.617
FNBP1	2.045	1.352	1.296	-1.089	-0.082	-0.409	-0.043	-0.409	1.597	0.743	0.365	1.184	-0.47	-0.737	-0.689	0.467	0.569	-0.886	0.825	0.979
LIFR	0.542	1.403	2.016	-0.534	2.517	-0.738	1.13	0.126	-0.82	0.458	0.695	0.731	-0.689	-0.494	-0.099	-1.071	-0.341	-1.171	-0.229	-0.337
NAPB	0.145	0.075	1.024	0.542	2.099	1.197	1.039	2.191	0.598	1.001	1.365	0.361	1.098	0.367	0.805	0.942	2.252	1.817	0.954	1.001
RABGAP1L	1.237	1.622	2.443	1.203	0.904	0.651	1.815	-0.052	2.413	1.84	-0.082	2.214	0.943	0.684	0.158	0.604	1.181	-0.062	1.371	1.469
ALDH5A1	-1.084	-1.396	-1.241	-1.896	-1.654	-2.099	-0.574	-1.191	-1.277	-1.316	-2.09	-1.628	-1.186	-1.596	-1.66	-2.193	-1.839	-2.405	-1.722	-1.454
NICN1	-1.757	-1.922	-1.522	-1.854	-1.855	-1.889	-0.011	-0.7	-1.188	-1.468	-2.398	-1.664	-2.189	-1.5	-1.977	-1.643	-1.829	-2.178	-1.248	-1.047
TERF2IP	0.141	0.806	0.555	0.134	-0.371	-0.328	-0.155	-0.538	0.748	-0.147	-0.067	0.262	-0.463	0.215	-0.568	-0.175	0.269	-1.21	1.061	1.162
SGPL1	3.193	1.583	-0.405	2.158	1.604	1.603	0.385	2.603	2.77	0.584	0.476	0.83	0.13	0.596	-0.064	1.147	1.006	0.017	0.208	0.245
DSC1	0.711	-0.839	0.874	-0.415	1.037	-0.249	0.951	-0.48	-0.045	0.418	-0.17	0.036	-1.097	-0.457	-0.657	-1.165	-0.14	-0.41	-0.334	-0.035
PSG6	2.483	1.974	-1.483	1.216	-0.149	-0.152	0.831	0.367	-0.117	-0.569	0.781	-0.262	-0.779	0.022	-0.962	0.789	-0.305	-0.025	-0.094	-0.389
MAPK8IP1	1.218	1.035	0.371	2.198	0.544	0.894	-3.245	-1.358	0.681	-0.163	-0.388	0.812	-0.402	0.357	-0.592	-0.242	-0.381	-0.301	0.305	-0.301
FSTL4	-0.128	-0.725	1.698	-2.522	0.559	-0.142	-0.741	1.763	-0.307	-0.991	-0.24	-1.104	-0.773	-0.715	-0.986	0.366	-0.686	-0.872	1.57	-0.43
ZNRF4	1.682	0.86	2.889	2.884	0.857	0.888	0.925	0.248	1.723	1.142	-0.013	1.61	0.686	-0.072	-0.016	1.177	1.347	0.346	1.361	0.124
PIM1	2.313	2.634	1.72	1.523	2.302	1.734	1.522	1.793	1.762	1.683	2.004	1.595	0.914	0.279	1.176	1	1.533	2.219	1.769	1.592
TCERG1	-2.349	-1.347	1.806	-2.12	-1.88	-0.29	1.971	-0.75	-1.046	-1.404	-1.694	-1.833	-0.068	-0.546	-0.561	-2.248	-0.588	0.778	-0.401	-0.607
HLA-DQB1	1.162	0.807	0.984	0.772	1.026	-0.423	0.209	-0.483	0.797	0.297	-1.375	1.345	-0.582	-0.226	-0.172	0.757	0.092	-0.576	0.119	0.893
PTPRC	4.902	5.161	4.883	4.095	3.968	4.522	1.418	3.183	4.351	3.595	4.274	4.356	3.971	3.14	3.074	4.205	4.685	3.813	4.223	4.933
