Symbol	GSM998317	GSM998318	GSM998319	GSM998320	GSM998321	GSM998322	GSM998323	GSM998324	GSM998325	GSM998326	GSM998327	GSM998328	GSM998329	GSM998330	GSM998331	GSM998332	GSM998333	GSM998334	GSM998335	GSM998336	GSM998337	GSM998338	GSM998339	GSM998340	GSM998341	GSM998342	GSM998343	GSM998344	GSM998345	GSM998346	GSM998348	GSM998349	GSM998350
TULP2	0.487	1.397	0.486	0.562	2.224	3.918	-0.23	-0.896	0.198	-1.872	-0.534	NA	1.494	-0.606	0.582	-3.379	-0.582	2.242	1.879	-0.279	NA	0.794	0.27	3.257	0.651	-1.512	-0.132	2.279	-1.601	0.076	0.437	0.958	-0.148
TULP3	-3.211	-1.8845	-0.956	-2.1035	-0.2705	1.3405	0.024	0.216	0.837	-2.2125	-2.05	-1.1005	-2.0135	-1.6635	-2.7105	-1.902	-2.888	-0.981	-1.377	-1.9065	-3.3515	-3.6765	-1.0665	-1.3985	-1.9115	-2.8665	-2.1575	-1.231	1.938	-1.849	-1.843	-1.7515	-2.109
TULP4	-2.305	-0.75075	-0.92475	-0.3465	0.2595	-0.7	-1.0775	-0.79475	-1.7025	-0.786	-0.8115	-1.3285	-0.7435	-0.72075	-1.52375	-0.15475	-0.2675	-1.81033333333333	-3.1975	-0.325	-1.2225	-1.38025	-1.82125	-0.09675	-0.27675	-0.22525	-0.8445	-0.73625	-0.82825	-1.1875	-1.098	-0.49975	-1.3785
TUSC1	1.793	2.0035	1.968	1.752	0.1005	1.485	-0.1865	0.6715	0.281	0.444	-1.121	0.4685	1.247	-0.2565	1.0175	0.6875	0.2535	2.0965	0.1625	-0.434	1.4645	1.2395	0.677	0.386	0.101	-0.1685	1.23	0.577	0.7485	0.6795	-0.6165	0.722	-1.5925
TUSC2	0.974	0.853	1.67	0.606	1.046	0.323	-0.719	-0.702	0.369	0.767	1.504	1.539	-0.133	1.115	2.508	0.614	0.692	1.238	0.215	1.178	0.867	0.595	1.044	0.448	1.103	1.153	1.092	1.473	1.019	0.91	1.369	1.4	1.535
TUSC3	-4.305	-3.815	-3.581	-3.896	-2.1	-1.592	-1.439	-2.984	-5.218	-4.342	-2.963	-4.563	-3.731	-4.229	-4.228	-5.091	-5.347	-3.369	-2.86	-5.732	-3.605	-4.769	-4.64	-5.08	-5.955	-4.671	-4.974	-2.857	-4.44	-3.643	-6.109	-2.173	-4.537
TUT1	-1.239	-0.86	-2.755	-1.852	-1.036	-0.835	-0.217	-1.58	-1.478	-1.055	-1.636	-1.666	-0.198	-1.523	-1.279	-1.927	-2.187	-0.724	-0.846	-1.524	-1.913	-1.855	-1.264	-2.098	-2.152	-2.566	-1.278	-0.936	-1.801	-1.441	-1.442	-1.856	-1.137
TWF1	-1.9585	-1.269	0.84225	0.5325	-0.399333333333333	1.38233333333333	0.59725	-0.86075	-0.197	0.31375	0.34925	0.68125	1.0205	0.28775	1.61466666666667	0.338666666666667	1.05175	-0.0213333333333334	-0.0686666666666667	0.5885	2.38625	0.342	0.41	0.072	0.5355	1.12725	-0.38275	-0.41875	-0.55775	-0.859	0.11225	0.43	-0.11925
TWF2	-2.15	-3.021	-1.215	-1.964	-1.907	NA	-0.499	-2.454	-0.58	-0.815	-1.684	-1.457	-2.303	-1.773	-0.263	-1.558	-1.271	-1.341	-1.232	-0.98	-1.635	-1.508	-0.877	-2.312	-2.086	-1.933	-1.682	-1.184	-1.853	-2.024	-0.546	-2.02	-1.157
TWIST1	-1.805	-0.21	NA	1.071	1.191	1.411	-1.843	1.847	0.062	0.35	0.532	NA	5.731	0.477	NA	-1.209	-0.424	0.277	3.989	0.618	4.64	NA	-0.088	-2.658	-2.263	-0.442	NA	1.476	-1.554	3.642	-1.855	0.361	1.163
TWSG1	0.54	1.037	-0.122	-0.092	-0.828	-0.371	0.188	-0.828	0.74	-1.036	-0.045	-0.707	-0.943	-0.781	0.298	-0.486	-1.592	0.133	0.616	-2.365	-1.074	0.686	-0.374	-0.334	-0.508	-1.936	-0.161	0.185	-0.427	-0.918	-1.384	-1.03	-0.481
TXK	3.7695	2.4615	2.8365	2.8375	0.4105	1.293	-0.0155	2.3555	0.2175	3.991	2.513	3.8255	3.1595	3.749	4.38	4.0535	4.077	1.966	3.2175	3.621	4.0875	4.0325	4.8995	3.9345	3.359	4.561	4.595	3.362	3.4825	3.771	4.2945	3.8485	4.7745
TXLNA	-0.745666666666667	-1.04066666666667	-0.345666666666667	-1.19033333333333	-0.952666666666667	0.0183333333333334	-0.00933333333333333	-0.258333333333333	-1.74733333333333	-1.12066666666667	-0.695333333333333	-1.61333333333333	-1.56666666666667	-1.09066666666667	-0.922666666666667	-1.60133333333333	-1.276	-0.874	-1.294	-1.072	-1.12666666666667	-1.04766666666667	-0.932	-1.21866666666667	-1.26566666666667	-2.072	-1.39033333333333	-1.45033333333333	-2.356	-1.59533333333333	-1.39266666666667	-1.60966666666667	-0.774666666666667
TXLNB	1.277	2.632	1.348	0.261	2.362	2.292	3.087	0.978	2.562	0.543	2.56	0.613	2.73	1.534	0.823	0.558	0.724	1.827	2.601	0.329	0.314	0.781	2.133	0.343	0.915	0.297	0.872	1.474	0.457	2.204	-0.082	1.476	1.62
TXLNG	-1.11	-1.41	-1.258	-1.279	-0.391	-0.442	-0.145	-0.584	-1.015	-0.282	-0.261	-0.405	-0.158	0.034	-0.772	0.036	-0.741	-1.095	-0.035	-1.202	-0.116	-0.6	-0.698	-0.577	0.474	-0.548	-0.395	-0.963	-0.797	-0.028	-0.643	0.156	-0.035
TXN	-2.173	-1.794	-0.9975	0.04	-1.564	0.984	-1.139	0.168	-1.945	-1.531	-2.6495	-0.4215	-1.42	-1.222	-0.343	0.695	0.3255	-1.3165	-2.9435	-0.5855	-0.2135	0.236	-2.9685	0.3655	-1.8505	1.078	-2.0385	-2.1455	-0.209	-3.0235	-2.1665	-0.826	-1.764
TXN2	-1.168	-2.14666666666667	-0.504666666666667	-0.922666666666667	-1.665	-0.49	-0.351333333333333	-0.331333333333333	-1.195	-0.456	-0.911333333333333	-0.590666666666667	-1.533	-1.55766666666667	-1.55233333333333	-1.00533333333333	-0.684666666666667	-1.70166666666667	-0.950333333333333	-0.0913333333333333	-0.444666666666667	-1.62633333333333	-0.831	-1.20833333333333	-1.24033333333333	-0.303333333333333	-0.710333333333333	-1.00466666666667	-1.2095	-1.337	-0.275	-1.41266666666667	-1.30833333333333
TXNDC16	-0.856	0.679	-0.371	-0.193	-0.624	0.928	4.058	-0.741	-0.533	-0.483	-1.789	-0.566	-1.775	-0.305	0.215	-1.225	-0.897	0.311	-0.987	-0.9	1.441	0.267	-0.351	-0.632	0.103	-0.748	-1.44	0.951	0.471	-0.423	-0.149	-0.395	-0.509
TXNDC17	-3.108	-2.758	-0.833	-2.13	-1.042	0.387	-0.819	-1.614	-3.33	-2.452	0.589	-2.72	-2.326	-1.998	-2.355	-1.684	-2.595	-2.902	-2.162	-2.384	-2.567	-1.925	-6.277	-2.443	-4.145	-2.656	-2.756	-2.981	-2.962	-3.027	-2.333	-2.166	-2.756
TXNDC9	0.014	0.6	0.552666666666667	1.992	-0.0246666666666667	0.0986666666666667	-2.51833333333333	0.177666666666667	0.244	0.722666666666667	0.547	0.517666666666667	0.677333333333333	2.641	-0.537	1.90933333333333	1.594	-0.851	0.393666666666667	0.908666666666667	1.811	-0.073	-1.71833333333333	1.87533333333333	2.06	1.86233333333333	1.317	-1.043	2.18933333333333	1.188	0.213	2.234	1.247
TXNIP	4.802	3.514	4.5045	3.007	4.535	0.273	2.7395	2.7555	3.853	3.2485	5.193	4.8735	4.4335	4.4935	3.9305	3.7175	3.084	4.0775	4.7275	3.5255	2.5945	3.9145	5.417	2.0435	5.2355	3.7515	5.384	5.1425	5.533	5.2645	5.9055	5.619	4.1655
TXNL1	-1.102	-2.581	-1.008	0.066	-0.85	1.014	NA	0.267	-0.847	-0.365	-0.625	-1.061	-0.868	-0.231	-1.424	0.335	0.671	-1.111	-1.031	0.377	-0.055	-2.551	-0.216	0.168	-0.865	0.186	-0.766	-0.673	0.195	-1.119	0.454	-0.5	-0.941
TXNL4A	-0.619	-1.043	-0.212	0.427	0.07	0.149	-0.451	1.09	-0.757	-0.128	-0.602	-0.44	-1.321	-0.592	0.306	0.536	0.602	-0.815	-0.949	0.799	0.573	0.308	-0.282	0.216	-0.614	-0.016	-0.656	-0.52	0.228	-0.801	0.098	-0.963	-0.762
TXNL4B	0.091	0.798	1.354	0.1	-0.564	-0.394	0.212	0.816	0.683	1.187	0.889	1.354	0.15	0.697	1.149	0.917	0.427	0.696	0.028	0.97	0.715	1.166	1.194	0.462	0.298	1.236	1.337	0.781	0.981	0.844	0.904	0.875	1.158
TXNRD1	-2.262	-2.39825	-0.828	-1.87675	-0.98625	0.659	-1.823	-1.245	-2.18275	-2.0345	-0.7835	-1.17175	-1.352	-1.325	-1.56725	-1.361	-1.75575	-2.31725	-0.86075	-1.258	-1.4375	-1.545	-2.101	-1.97375	-2.09225	-1.503	-1.7195	-1.50025	-0.97575	-0.6235	-1.3655	-0.75425	-1.8295
TXNRD2	-0.458333333333333	-0.771666666666667	-0.955666666666667	-0.129	-1.77733333333333	-0.9795	-0.495333333333333	-0.563666666666667	-0.599666666666667	-0.215333333333333	-0.523	-1.17866666666667	-0.455333333333333	-0.588	-0.122666666666667	-0.287333333333333	0.00399999999999999	-1.198	-0.0366666666666666	0.208333333333333	-0.634333333333333	-0.744	0.0596666666666667	-1.20866666666667	-1.12	-0.879666666666667	-0.237333333333333	-0.161	-0.683	-0.382666666666667	-0.377666666666667	-1.38	-0.258
TYK2	0.5865	0.3205	0.524	-0.528	1.405	0.0305	1.441	0.0275	0.6635	0.5145	0.5295	0.068	0.662	0.092	1.749	-0.855	-0.29	0.9675	0.352	0.304	-0.578	2.541	1.358	-0.6375	-0.315	-0.631	0.7915	1.9215	-0.2175	0.542	0.362	0.2375	0.4905
TYMP	1.136	-0.072	2.614	0.789	-0.26	2.327	-0.861	-0.489	2.053	3.418	1.308	2.071	3.994	1.294	2.579	2.253	1.178	0.697	-1.335	1.754	0.521	3.024	3.193	1.078	2.065	1.596	1.228	1.353	2.745	0.618	0.345	-0.224	1.597
TYMS	-1.2705	1.0085	0.019	-0.702	-1.807	-0.9325	-0.112	-0.518	-0.3645	-1.084	-1.373	-1.3585	-1.867	-0.9535	-0.4735	-0.2025	-0.2525	-2.301	0.587	-0.856	-0.5715	-0.6025	-1.38	-0.076	-1.147	-0.3835	-1.232	-0.648	-0.831	-1.817	-1.3615	-1.8035	-2.59
TYR	-3.046	-1.3975	-1.961	-2.5805	-2.121	-0.702	-0.928	-2.494	-2.244	-4.43	-2.7275	-3.4125	-2.5075	-3.121	-3.065	-4.9965	-4.814	-1.507	-2.1835	-4.324	-3.7665	-2.8315	-4.058	-4.0875	-3.4635	-5.1665	-3.5465	-3.764	-4.31	-3.0515	-4.5925	-2.7435	-3.466
TYRO3	-3.8545	-4.092	-6.0485	-3.8555	-2.093	-2.9655	-1.5075	-3.1695	-5.339	-5.2035	-3.976	-6.257	-3.993	-5.4615	-3.011	-4.5285	-5.8975	-5.5725	-4.642	-6.417	-6.7775	-1.923	-5.424	-5.9795	-5.0375	-5.409	-5.4945	-5.0415	-5.643	-4.6285	-4.8225	-5.525	-4.1905
TYROBP	7.93766666666667	6.75866666666667	7.20666666666667	5.56033333333333	8.20833333333333	3.96666666666667	6.8	5.791	7.51933333333333	6.461	7.45866666666667	6.664	8.33833333333333	7.37566666666667	7.15566666666667	5.55533333333333	5.03566666666667	7.26933333333333	8.641	5.54233333333333	5.636	7.158	8.03833333333333	5.751	6.13533333333333	6.07333333333333	6.87933333333333	7.715	6.34466666666667	8.12066666666667	6.17166666666667	7.283	8.01
TYRP1	-1.607	-2.11825	-0.332	-2.13733333333333	-0.59225	0.69425	-1.81875	0.6765	-2.3285	-2.432	-1.88075	-1.128	-1.23575	-1.344	-0.9425	-2.45675	-1.8605	-1.27275	-1.09975	-2.25425	-1.84725	-3.19975	-1.36425	-3.13733333333333	-1.464	-1.67375	-2.723	-1.5735	-1.867	-0.109	-2.74225	-0.683	-1.18175
TYSND1	0.261	-1.172	0.344	0.552	2.35	2.265	1.34	-1.365	1.133	0.942	0.247	0.347	1.436	0.698	0.574	-0.063	0.042	0.752	1.159	0.569	0.667	0.755	1.222	-0.44	1.008	-0.209	0.526	-0.253	0.052	1.339	0.56	0.938	1.498
TYW3	0.469	0.522	0.94	2.019	0.322	-0.968	1.157	1.58	0.654	1.756	0.326	1.368	0.113	0.625	1.044	1.987	2.031	-0.311	0.089	1.699	1.45	1.096	1.094	3.214	2.27	1.664	0.952	0.807	2.046	0.239	1.209	0.8	0.386
TYW5	-2.007	-2.312	-2.496	-2.62	-1.49	-2.622	-0.747	-1.403	-1.287	-2.75	-0.866	-3.711	-2.967	-3.675	-3.115	-4.032	-2.999	-1.562	-0.912	-3.686	-2.763	-2.747	-2.436	-2.918	-2.073	-2.676	-2.931	-2.536	-3.254	-1.46	-1.989	-1.538	-2.753
U2AF1	-0.1275	-1.404	-0.5575	0.234333333333333	-1.1685	-2.11575	0.8655	-0.19	-0.73675	-0.39175	-0.2755	0.242	-1.31733333333333	0.021	-0.9275	-0.2395	0.106	-0.67675	-0.0695	-0.1945	0.5955	-1.27175	-0.74825	0.72825	-0.24975	-0.158	-0.84125	0.207	0.493	0.337	-0.0975	-0.84325	-0.5045
U2AF1L4	0.43	-0.173	1.737	0.509	0.439	-0.154	2.256	0.36	0.44	2.668	2.206	1.232	0.29	1.233	1.051	1.435	1.516	1.316	1.646	2.11	1.34	0.917	2.647	0.602	2.324	1.343	1.858	1.823	1.381	1.939	1.75	1.396	2.221
U2AF2	-1.0835	-1.0145	-1.4785	-0.49	-0.967	-2.928	1.578	-0.782	-2.229	-1.282	-0.4035	-0.289	-2.01	-1.5325	-0.2465	-1.5305	-0.768	-1.4355	-0.059	-1.062	-2.179	-1.3135	-1.3115	-0.7595	-1.6315	-0.734	-1.3915	-0.7405	-2.9285	0.6475	-1.374	-1.726	-1.453
U2SURP	-0.895333333333333	-0.993666666666667	-1.22	0.603	-0.738333333333333	1.618	-2.21566666666667	-0.374333333333333	-0.730666666666667	-0.695666666666667	-0.142666666666667	-0.430666666666667	-0.527	-0.209	-0.811666666666667	-0.0503333333333334	-0.401	-1.021	-0.396333333333333	0.012	-0.628	-0.988	-1.09066666666667	0.829666666666667	0.254	0.296	-0.4995	-1.288	-0.257333333333333	-0.197666666666667	-0.656	0.322333333333333	-0.143666666666667
UACA	-3.524	-3.201	-3.309	-3.369	0.926	-1.168	-0.607	-2.356	-3.647	-4.427	-3.502	-3.671	-1.934	-3.111	-4.157	-3.022	-4.307	-3.741	-3.174	-3.919	-3.638	-5.046	-3.335	-4.031	-2.898	-3.681	-3.499	-4.031	-3.765	-3.17	-4.287	-3.446	-2.752
UAP1	-1.40833333333333	-2.15733333333333	-0.647	0.499	-2.32366666666667	-1.2955	-1.269	1.107	-1.75533333333333	-0.131333333333333	-1.08033333333333	-0.638333333333333	-2.01433333333333	-1.47566666666667	-1.196	1.062	0.494333333333333	-2.328	-2.1015	0.333666666666667	-0.788333333333333	-0.583333333333333	-1.71733333333333	0.311666666666667	-1.205	0.491333333333333	-1.33566666666667	-1.73633333333333	0.623333333333333	-0.718	-0.566333333333333	-1.14166666666667	-1.75466666666667
UBA1	-4.207	-4.773	-3.803	-5.742	-3.552	-2.77	-2.178	-2.827	-4.41	-2.972	-6.028	-3.862	-2.821	-3.592	-2.626	-3.752	-3.192	-4.796	-3.272	-3.441	-3.903	-2.519	-3.353	-3.426	-4.727	-4.262	-3.42	-2.668	-3.667	NA	-5.01	-4.764	-3.909
UBA2	-2.6845	-3.165	-3.6885	-1.343	-2.4625	-1.357	-2.91	-1.5755	-3.165	-2.48	-3.0355	-2.0155	-2.5455	-1.249	-3.27	-0.891	-1.4305	-3.43	-1.9385	-1.509	-1.745	-3.3915	-2.923	-2.0635	-1.503	-1.4525	-2.4525	-3.2425	-1.8	-2.962	-1.5325	-0.986	-1.9415
UBA3	0.818	-0.055	-0.07	0.1	-2.17	-0.049	-1.148	0.536	-0.06	0.456	-1.028	0.473	0.129	0.208	0.099	0.745	0.263	-0.345	-0.324	4.852	0.131	0.405	-0.222	-0.038	0.552	0.777	0.15	-0.224	0.604	-0.581	0.963	-0.653	0.297
UBA52	1.486	1.642	0.851	-0.296	1.907	-0.524	3.379	0.259	0.509	0.264	1.195	-0.812	1.425	0.072	-0.326	-0.748	-0.287	1.363	2.059	-0.475	-0.024	0.209	0.073	-0.498	0.1	-0.31	0.237	1.748	-0.113	1.176	-0.376	0.173	0.377
UBA6	-0.711	-0.6118	-0.7774	0.0269999999999999	-0.4262	-0.5754	-0.323	0.4416	0.2008	-1.1142	-0.8248	-0.6398	-0.8258	-0.5412	-0.4382	-0.136	-1.0156	-1.1172	-0.6896	-0.3714	-0.5926	-1.2506	-0.6718	0.1762	-0.3506	0.4648	-0.00319999999999999	-0.8328	-0.162	-0.1272	0.1174	-0.535	-0.9652
UBA7	0.60775	0.253	1.96825	0.19275	0.546	-1.024	1.128	1.92925	0.3495	1.68325	1.096	1.52425	1.13575	0.44575	0.93425	0.92375	0.7555	0.639	0.8145	1.25225	0.769	1.063	1.89525	0.38375	0.878	1.0765	1.0315	1.36025	1.29625	1.15275	0.95125	0.29975	0.4915
UBAC2	-0.524333333333333	-1.19733333333333	-0.548	-1.049	-2.61633333333333	0.62	-0.501333333333333	0.189333333333333	-0.778333333333333	-0.336333333333333	-0.186666666666667	-1.38366666666667	-0.869	-0.730666666666667	-0.568666666666667	-0.294666666666667	-0.0826666666666667	-0.924	-0.015	-0.507666666666667	-0.674333333333333	-0.0403333333333333	-0.440666666666667	-1.06366666666667	-0.588333333333333	-0.0666666666666667	0.349666666666667	0.465666666666667	-0.568	-0.807333333333333	-0.269333333333333	-0.244666666666667	-0.636333333333333
UBAP1	-0.216	-1.145	0.174	0.9515	-0.302	-1.295	-1.9285	0.1995	-1.2725	-0.0255	-1.192	0.925	-0.838	-1.0335	-2.006	-0.017	0.103	-1.847	0.0205	-0.225	-0.2905	0.48	-0.381	-0.337	0.0225	0.223	-0.558	-0.4875	-0.7795	-1.833	-0.0735	-1.0265	-0.318
UBAP2L	-3.1165	-2.3265	-0.0796666666666668	-0.424	-0.806	2.893	-1.276	-1.47766666666667	-2.7035	-0.498333333333333	-2.15833333333333	0.0976666666666669	-2.7405	-2.5105	-1.48466666666667	-0.963666666666667	-1.08433333333333	-3.20033333333333	-0.445666666666667	-0.517	-3.3285	-2.912	-0.243666666666667	-1.81266666666667	-1.646	-1.69466666666667	-3.2985	-1.47033333333333	-2.984	-3.025	-0.481	-1.77166666666667	-2.5335
UBASH3B	0.431	0.454	0.403	0.21	-1.736	-8.535	-0.699	-0.252	0.094	0.647	-0.211	0.314	0.194	-0.579	0.495	NA	1.347	0.434	0.921	0.818	0.267	0.233	1.71	-1.084	-0.153	0.764	0.043	0.736	0.735	1.098	0.164	-0.165	-0.455
UBB	4.483	5.633	3.469	2.394	3.835	1.65	5.741	2.626	4.19	3.758	4.126	2.198	5.105	5.069	3.994	1.513	3.322	5.249	5.523	3.215	2.737	4.17	2.877	1.071	2.412	1.274	6.167	4.985	2.336	4.012	3.077	4.809	4.436
UBD	-0.55	-1.765	-0.4545	-0.337	-1.3865	-1.64166666666667	0.765666666666667	-0.665	0.575333333333333	-1.1165	-1.7995	0.158333333333333	1.212	0.0665	1.16466666666667	0.995333333333333	0.576	-0.959	-0.7635	0.805666666666667	2.75066666666667	-1.77	0.726666666666667	-0.413	2.16233333333333	1.23666666666667	1.23933333333333	-0.025	1.02166666666667	-0.3465	-0.160333333333333	1.144	-0.4035
UBE2A	0.0748333333333333	-0.495333333333333	-0.348833333333333	0.182333333333333	0.256	-1.45583333333333	-0.783833333333333	0.175833333333333	0.0151666666666667	-0.3835	0.27	-0.2325	-0.295166666666667	0.707166666666667	0.0661666666666667	-0.0945	-0.3405	-0.422833333333333	0.114833333333333	-0.4495	0.370166666666667	0.163833333333333	0.0673333333333333	-0.0591666666666666	-0.356333333333333	0.178	0.0973333333333333	0.159833333333333	0.145333333333333	0.2345	0.673166666666667	0.136666666666667	0.0578333333333333
UBE2B	0.0648333333333333	-0.210166666666667	0.779666666666667	-0.287333333333333	0.6025	-0.553	0.0695	0.144	0.139333333333333	0.109	1.34733333333333	0.554166666666667	0.7215	0.413166666666667	0.0536666666666667	0.2495	0.0746666666666667	0.359166666666667	1.0225	-0.281166666666667	-0.113166666666667	-0.0271666666666667	0.944166666666667	-0.399166666666667	0.726333333333333	0.691333333333333	0.262333333333333	0.964	1.20683333333333	0.9855	0.887333333333333	0.569833333333333	0.5705
UBE2C	-3.792	-3.721	-2.84	-3.221	-2.102	1.623	-1.34	-0.934	-2.885	-2.417	-2.428	-2.736	-3.954	-4.07	-3.273	-3.035	-1.144	-4.968	-3.188	-1.317	-2.598	-3.037	-4.059	-1.999	-5.791	-2.184	-4.969	-4.548	-2.295	-3.876	-2.653	-4.553	-3.342
UBE2D1	0.957	-0.2335	1.4765	1.2365	1.524	2.3985	0.0835	0.3365	0.3925	0.8735	2.411	2.0485	1.468	0.3775	1.825	0.705	1.335	2.4595	1.549	0.892	0.651	-0.0015	2.3075	-0.946	1.218	2.527	0.9205	1.3815	2.086	3.513	1.9405	0.698	1.582
UBE2D2	-0.0835	-0.461	-0.5465	0.755	-0.1695	-0.4215	-1.6805	0.407	-0.377	0.076	0.3105	-0.25	-0.336	0.2305	0.05	1.063	1.037	-0.742	0.5395	0.54	0.204	0.0675	0.3	0.4705	0.549	0.6375	0.4625	0.386	0.5195	0.3305	0.977	0.728	0.386
UBE2D3	1.008	-1.7175	-0.0820000000000001	0.469333333333333	-0.751666666666667	-1.45066666666667	-0.842666666666667	1.512	-0.676	0.651	-0.512333333333333	1.76766666666667	0.494666666666667	0.0359999999999999	-0.363666666666667	1.423	1.74	-1.206	0.309	1.07033333333333	0.708666666666667	-0.587	-0.408666666666667	0.469	-0.497	1.72933333333333	-0.202333333333333	-0.517333333333333	0.8765	0.564333333333333	0.535666666666667	0.086	-0.338
UBE2D4	-0.5	NA	0	-0.573	-0.198	-3.321	-0.079	-0.346	0.783	0.508	-0.201	0.42	-0.3	0.215	-0.164	-0.183	0.131	0.364	-0.318	0.936	-0.242	0.073	-0.022	-0.109	0.306	-0.65	-0.34	0.467	0.11	-0.012	0.559	0.246	0.878
UBE2E3	-1.21	-0.725	-1.617	-0.524	-0.193	0.074	-0.83	-0.927	-0.864	-1.754	-0.273	-1.545	-0.201	-0.654	-1.25	-0.818	-0.644	-0.837	-0.237	-1.388	-1.761	-1.316	-1.303	-1.128	-1.299	-1.436	-2.411	-1.677	-1.239	-0.789	-1.234	-0.348	-0.903
UBE2G1	-1.226	-1.841	-1.51	0.237	-3.393	-1.043	-0.543	0.328	-1.511	0.524	-1.376	-1.171	-1.054	-1.116	-0.767	0.997	0.811	-1.908	-0.573	0.815	-0.059	-0.55	-0.472	0.488	2.332	0.213	-1.293	-0.375	0.636	-0.741	0.391	-1.491	-0.53
UBE2G2	-2.431	-2.438	-2.078	-2.2475	-1.859	-3.902	-0.9925	-1.273	-2.3625	-1.393	-2.3985	-1.861	-2.244	-1.5535	-1.793	-1.4035	-1.053	-2.1345	-1.8135	-1.1825	-1.5815	-1.8755	-2.219	-1.711	-1.1435	-1.7395	-1.8535	-2.4695	-1.3425	-1.761	-1.5795	-1.6775	-1.783
UBE2I	0.6418	0.08275	0.55125	1.1198	0.625166666666667	0.4076	0.18525	0.4446	1.55366666666667	0.2675	1.593	0.894166666666667	0.5516	0.5655	1.6988	0.6738	1.33066666666667	0.658	-0.35925	0.555666666666667	0.7135	-0.2734	1.5785	0.510166666666667	0.13975	1.60833333333333	2.04125	0.7705	0.491	0.5266	0.7335	1.17133333333333	0.617166666666667
UBE2J1	-0.1855	-1.234	1.86325	2.85766666666667	0.68225	2.09175	-0.8775	3.386	0.00600000000000002	2.34	0.484333333333333	1.589	-0.5415	0.6005	0.232333333333333	2.84375	3.14675	0.048	1.76025	3.09175	2.11833333333333	0.184	0.70125	2.44433333333333	0.55125	2.43925	0.06325	0.48825	1.9165	-0.56125	1.2475	0.76025	0.47025
UBE2K	-0.318	-0.584666666666667	0.139333333333333	0.885	-1.219	-0.598666666666667	-0.635666666666667	1.56533333333333	0.140333333333333	0.779	-0.395333333333333	0.537666666666667	-0.564666666666667	0.220333333333333	0.438333333333333	1.13566666666667	1.75633333333333	-0.137	-0.348666666666667	1.56833333333333	0.685666666666667	0.327	0.294	0.561666666666667	-0.374333333333333	0.792	-0.822	0.473	1.18733333333333	-0.149333333333333	1.051	-0.149666666666667	-0.199
UBE2L6	4.11033333333333	2.20433333333333	5.55233333333333	1.98666666666667	1.94033333333333	0.432333333333333	3.47433333333333	2.52033333333333	4.032	4.744	5.38366666666667	4.509	2.995	3.05633333333333	3.28266666666667	2.28633333333333	3.197	3.393	3.50233333333333	3.72733333333333	2.403	4.89266666666667	4.821	2.11633333333333	1.77633333333333	3.09466666666667	2.69366666666667	4.07333333333333	5.15733333333333	3.86633333333333	3.523	2.63833333333333	3.63666666666667
UBE2M	-1.5785	-1.5285	-1.6345	-1.4635	-0.1835	-1.272	0.6275	-1.7185	-1.487	-1.528	-1.655	-2.0065	-1.837	-1.6965	-2.068	-2.505	-2.059	-1.271	-1.274	-1.62	-2.2315	-1.9195	-1.587	-3.3555	-2.4855	-2.553	-2.573	-1.241	-2.481	-1.48	-1.5765	-2.4625	-2.106
UBE2N	1.165	1.25	0.254	0.786	0.054	-3.4	-0.028	0.252	-0.196	-0.203	0.288	0.468	0.185	0.482	-0.134	0.505	-0.415	0.843	0.437	-0.346	0.382	-0.479	-0.341	0.171	0.008	0.755	0.53	-0.834	-0.185	0.229	0.368	0.2	0.147
UBE2Q1	NA	3.559	-0.208	-0.652	-0.991	-1.532	-0.258	0.002	0.16	0.173	-0.468	2.805	NA	-0.042	0.084	-0.164	0.715	-0.571	0.483	0.482	-0.11	-0.008	-0.176	NA	-0.423	-1.385	-0.499	0.474	0.475	0.449	0.025	-2.319	-0.42
UBE2Q2	0.01	-0.068	-0.5	0.179	0.949	0.211	0.269	1.19	NA	-0.257	1.304	0.062	-0.364	0.803	-0.325	0.358	0.081	-1.327	0.817	0.015	-0.507	-0.437	-0.544	0.433	1.13	0.437	0.827	-1.329	0.099	0.843	0.086	1.497	1.02
UBE2QL1	-0.252	1.334	-0.171	0.373	-0.661	NA	-0.304	-0.952	-0.501	-1.519	-0.542	-1.02	0.607	-0.87	-0.91	-2.231	-0.931	1.052	-0.893	-0.946	-0.489	-0.389	-0.923	-1.715	0.569	-2.046	-0.446	-0.297	-1.145	-1.066	-1.58	-1.183	-1.192
UBE2R2	-0.125666666666667	-0.581666666666667	1.66566666666667	-1.75866666666667	0.295333333333333	-1.83233333333333	0.545666666666667	-0.895	0.0703333333333333	-0.605	0.103666666666667	0.38	0.389333333333333	-0.547333333333333	0.257333333333333	-1.84733333333333	-1.145	0.497666666666667	0.475333333333333	-0.695333333333333	-1.62533333333333	0.385333333333333	1.074	-1.597	-1.01233333333333	-1.87833333333333	-0.106333333333333	1.54666666666667	0.0443333333333333	0.681333333333333	0.127	-0.595	0.115666666666667
UBE2T	-2.673	-0.664	-0.635	0.064	-0.852	-3.582	-1.99	1.609	-2.484	0.424	-1.977	0.454	-1.358	-0.268	-0.635	1.911	2.407	-2.292	-2.125	1.524	0.271	-0.525	-2.955	1.043	-1.276	3.249	-1.403	-1.68	0.561	-2.168	-0.292	-1.532	-0.64
