Symbol	GSM620832	GSM620833	GSM620834	GSM620835	GSM620836	GSM620837	GSM620838	GSM620839	GSM620840	GSM620841	GSM620842	GSM620843	GSM620844	GSM620845	GSM620846	GSM620847	GSM620848	GSM620849	GSM620850	GSM620851	GSM620852	GSM620853	GSM620854	GSM620855	GSM620856	GSM620857	GSM620858	GSM620859	GSM620860	GSM620861	GSM620862	GSM620863	GSM620864	GSM620865	GSM620866	GSM620867	GSM620868	GSM620869
SERINC1	-0.081	-1.005	-0.757	-0.449	0	-2.106	-1.081	-2.186	-2.457	-1.662	-1.939	-0.39	-3.272	-2.117	-1.951	-1.705	-2.345	-2.146	-2.043	-2.487	-1.5	-2.349	-1.678	-1.93	-2.06	-1.283	-1.604	-1.529	-2.157	-2.075	-1.46	-1.071	-2.533	-1.449	-1.049	-1.383	-1.573	-0.706
SERINC2	0.399	0.115	0.273	-0.009	0.812	0.624	0.379	0.444	0	0.088	0.221	0	0.088	0.613	0.369	0.335	0.445	0.434	0	0.413	0.24	0.551	0	0.58	0.57	0.307	0.166	0	0.523	0.445	0.58	-0.321	0.217	0.201	0.231	0	-0.003	0.014
SERINC3	0.729	0.465	0.773	0.941	1.262	1.214	0.829	0.784	0.593	0.318	0.321	-0.2	-0.292	0.933	0.499	0.085	0.535	0.854	0.547	0.503	0.47	0.561	0.422	0.47	0.72	0.217	0.576	0.311	0.423	-0.145	0.74	-0.051	0.647	0.441	0.601	0.087	0.267	-0.276
SERINC5	0	0	0	0	0	0	0	0.324	0	0	0	0	0	0.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERTAD2	-0.771	0	-0.367	-0.509	-1.178	-1.036	-0.961	-1.226	-0.407	-1.362	-1.269	-1.13	-0.682	0	-1.361	-1.615	-0.525	-1.486	-1.273	0	-1.06	-1.659	-0.688	-2.52	0	-1.623	-0.794	-0.809	-1.477	-0.525	-1.49	-1.361	-0.523	-1.219	-0.769	-0.653	-1.703	-1.306
SERTAD3	0.479	0.045	0.473	0.271	0.372	0.884	0.799	0.454	0.453	0.128	0.431	-0.3	0	0.713	0.159	-0.095	0.375	0.624	0.447	0.553	0.21	0.201	0.432	0.13	0.4	0.317	-0.014	0.241	0.183	0.605	0.5	0.249	-0.003	-0.009	0.581	0.397	-0.183	-0.196
SESN1	-0.371	0	-0.677	-0.489	-2.318	0	0	-2.386	-1.267	-1.462	-1.899	-0.38	-1.212	-2.187	-2.181	-1.205	-1.395	-1.546	-1.483	0	-1.58	-2.699	-0.998	-2.71	-2.63	-1.713	-0.844	-1.699	-1.487	-1.015	-1.49	-0.821	-2.233	-1.449	-0.949	-0.343	-1.613	-0.736
SESN2	-0.036	-0.1425	-0.107	-0.274	0.202	0.379	-0.156	0.074	0.068	-0.097	0.371	-0.96	0.278	0.108	-0.261	-0.325	0.205	0.089	0.002	-0.017	-0.68	-0.329	-0.443	-0.26	-0.25	-0.208	-0.259	-0.184	0.093	0.23	-0.155	-0.611	-0.553	-0.189	-0.574	-0.123	-0.038	-0.786
SESN3	1.949	0	2.533	2.631	2.832	0	0	0	0.753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETBP1	0	0	0	0	0	1.814	0	1.404	0	2.098	1.041	1.03	0	0	1.179	0.795	1.405	1.164	1.777	0	1.12	1.941	0	1.62	0	0	0	0.911	0.063	2.275	1.51	0.429	1.517	1.551	0	0	0.737	1.004
SETD4	0	0	0.313	0.521	0.902	0	0.489	0	0.523	0	0.001	0	0	0	0	0.785	0.505	0.424	0	0	0.31	0.521	0	0	0.64	0	0	0	0.883	0.825	0.45	0	0	-0.039	0	0	0.297	0
SETD5	0.659	0.725	0.418	0.731	1.472	2.104	1.994	1.364	1.938	0.988	1.566	0.16	2.198	1.998	1.179	1.21	1.47	1.629	1.282	2.038	1.395	1.151	0.897	1.32	1.645	1.217	1.606	1.226	1.568	1.78	1.43	0.504	1.592	1.096	1.666	0.982	1.022	0.444
SETX	0.234	-0.1075	-0.087	0.096	-0.493	0.674	0.4645	-0.531	0.208	-0.182	0.221	-0.295	0.623	0.0265	-0.481	-0.1	0.05	0.109	-0.043	0	0.62	-0.704	0.182	0.01	0.055	0.552	0.296	-0.269	0.213	0.015	0.345	-0.461	-0.113	-0.264	0.711	0.207	-0.458	0.214
SF1	0.379	0.145	0.203	0.391	0.522	0.584	0.619	0.804	0.843	0.188	0.241	0	1.128	0.603	0.529	0.055	0.235	0.204	0.257	1.113	0.31	0.441	0.292	0.15	0.01	0.177	0.286	0.801	0.593	0.325	0.33	0.029	1.127	-0.009	0.451	0	-0.513	0
SFN	0	0	0.203	0.141	0.502	0	0.069	0	0	0	0	0	0	0	0	0	0.275	0	0	0	0.13	0.211	0	0	0.75	0	0	0	0.333	0	0.08	0	0	-0.179	-0.079	0	-0.193	0
SFT2D1	0.529	0.185	0.733	0.371	-0.678	0.314	0.519	-0.016	-0.357	1.158	0.331	1.22	-0.172	-0.927	0.119	0.545	-0.555	-0.256	0.657	0.303	0.16	0.091	0.702	0.47	0.46	1.097	0.126	-0.019	0.213	-0.605	0.8	1.169	-0.493	0.461	0.391	0.377	1.577	1.644
SFT2D3	0.079	0	0	0.271	0.222	0	0.269	0	0	0	0	0	0	0	0	0.545	0	0	0	0	0.25	-0.529	0	0	0	0	0	0	-0.097	0	0	0	0.227	-0.129	0.531	0	-0.033	-0.036
SFXN1	0.249	0	0.053	0.311	0	0.874	0	0.864	0.063	1.378	0	1.5	0	0	0	0.525	0.195	0	0.697	0	1.06	0.761	0.482	0	-0.21	0	0	0.661	0.143	0	0	1.309	0.697	1.171	0.761	0.537	0	1.294
SFXN2	0.459	0	0.743	0.861	0.762	1.814	0.599	0.834	1.943	1.848	1.561	1.31	1.248	1.753	1.929	1.565	1.575	1.604	2.087	0	1.43	1.451	0.872	0.96	1.81	0.907	0	1.221	1.653	1.455	1.68	1.519	1.997	1.811	1.291	0.917	1.347	0.864
SFXN4	-0.111	0	-0.047	-0.319	-0.058	0.724	0.409	1.044	1.623	1.388	0.821	1.08	0.558	0.573	1.309	1.545	0.375	0.774	1.117	0.853	0.59	1.371	0.992	1.07	1.26	0.787	0.756	0.961	1.023	0.895	1.24	1.139	1.087	1.141	0.531	0.907	1.927	1.294
SFXN5	0.379	-0.295	0.043	0.231	0.062	-0.586	-0.231	-0.086	0.143	-0.412	-0.589	0	0	0.183	-0.201	0	0.135	-0.396	-0.333	0.023	-0.36	0.001	0	0.31	0	-0.433	-0.214	-0.079	0.103	0.125	-0.04	-0.641	-0.183	0	-0.409	0	-0.683	-0.826
SGPL1	0.049	0	-0.157	-0.189	-0.388	-0.106	-0.501	-0.126	-0.637	-0.372	-0.059	-0.55	-0.602	-0.847	-0.361	-0.585	-0.165	-0.206	-0.333	0	-0.52	-0.569	-0.168	-0.54	0	-0.623	-0.554	-0.139	-0.377	-0.015	-0.41	-0.481	-0.343	-0.229	-0.389	-0.243	-0.743	-0.676
SGPP1	-0.841	0	-0.647	-0.899	0	0	-1.341	0	0	-2.302	0	0.19	0	0	0	-2.335	0	0	0	0	-1.83	0	-2.488	0	0	0	0	-3.259	-2.987	0	-2	-0.711	0	-1.659	0	0	0	-0.706
SH2D1B	-1.351	-1.135	-0.927	-0.569	-1.468	-1.616	-0.611	0	0	-1.432	0	-0.37	0	-1.127	-2.321	-1.705	0	-1.696	-2.043	0	-1.73	-1.949	-2.098	0	-2.22	-1.463	0	-2.449	-1.677	-2.075	-1.36	-1.301	0	-1.679	-0.389	0	0	-0.906
SH2D3A	0	0	0	0.381	0.512	0	0.499	0	0	0	0	0	0	0.513	0	0	0	0.554	0	0	0.9	0.461	0	0.38	0	0	0	0	0.883	1.885	0.3	0	0	0.041	0.591	0	0.327	0
SH2D3C	1.079	1.195	1.153	1.101	1.452	1.504	0.929	0.604	0.943	0.318	1.031	-0.22	1.498	0.493	0.429	0.155	1.015	0.994	0.667	0	0.71	0.281	0.532	1.31	0.65	1.127	0.496	0.571	0.803	0.885	0.59	0.009	0.697	0.581	0.501	0.437	0	0.024
SH2D4A	0	0	0	0	0	0	0.489	0	0	0	0	0	0	-0.047	0	0	0	0	0	1.103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3PXD2B	0	0	0	0	0	0	0.0145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3RF1	0	0	0	0	0	0	0	0	0	-0.132	0	0	0	0	-0.771	0	0	0	-0.703	0	0	0	0	0	0	0	0	0	0	0	0	-0.191	0	0	0	0	0	0.154
SH3TC1	0.399	-0.215	-0.077	0.161	0.562	0.224	1.009	-0.186	1.433	0.028	-0.019	-0.44	1.568	0.863	0.309	0.545	0.695	0.524	0.487	0	0.44	0.641	0.392	0.4	0.62	1.057	0.646	0.411	0.603	1.175	0.48	-0.561	0.757	-0.229	0.321	0.367	0.207	0.074
SH3TC2	0	0	0	0	0.432	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0
SHANK1	0.249	0.415	0.493	0.521	0.732	0.754	0.509	0.614	0.863	0.388	0.431	-0.21	0.548	0.933	0.759	0.555	0.755	0.574	0.537	0.773	0.9	0.831	0	0.89	0.91	0.557	0.386	0.501	0.663	0.955	0.86	0.039	0.427	0.581	0.321	0.017	0.647	0.174
SHANK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.049	0	0	0	0
SHANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHD	0	0	0	0	0.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHE	0	0	0	0	0.092	0	0.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHKBP1	1.049	1.275	0.773	0.931	2.102	1.344	0.659	1.074	1.683	0	0	0.01	2.058	1.253	0.789	0.465	0	0.954	1.087	1.593	0.48	0.641	0	1.55	1.04	1.187	0	0	1.123	0	0.99	0	0.957	0.681	0	0	0.187	0.114
SHPRH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIAE	-0.431	0	0	-0.069	-0.798	0	0	-0.446	-0.327	0	0	0	0	0	-0.931	-1.005	0	0	-0.753	0	-0.68	-0.439	-0.688	0	0	0	0	-0.589	-1.057	0	0	-1.071	-0.663	-0.359	0	0	0	0
SIT1	1.149	2.385	1.523	1.411	2.092	2.114	2.069	2.394	1.943	2.018	0	1.53	0	2.243	2.109	2.135	2.045	2.624	1.617	2.443	2.45	1.861	1.152	2.61	2.48	0	1.786	2.131	2.423	2.905	1.92	1.859	2.827	2.121	0.861	1.937	1.777	1.214
SLAMF1	0.454	0.83	0.288	0.366	0.567	0.899	0.494	0.954	0.558	0.698	0.751	0.555	-0.041	1.048	0.689	0.94	0.955	0.804	0.592	0.0915	0.495	0.666	0.226	0.86	0.775	0.00700000000000001	0.701	0.586	0.563	0.935	0.71	0.529	0.797	0.971	0.576	0.5035	0.3785	-0.011
SLAMF6	-0.2855	-0.1325	-0.5035	-0.4345	0.151	0	0.2645	0.884	0	0.014	0.4805	-0.02	0	0.0165	0.2745	0.2775	0.1625	0	-0.1715	0	0.16	-0.0995	0.001	0.32	0	0	-0.057	0.1205	0.0515	-0.0375	0	-0.0505	0.2685	0.2055	0.0305	0	-0.0765	0
SLAMF7	-0.471	-0.145	-0.057	-0.429	0.162	2.454	1.559	2.094	1.373	2.318	2.051	1.83	1.148	1.513	2.109	1.885	1.345	1.834	2.107	2.213	1.36	0	1.572	2.21	2.59	1.487	1.596	1.441	1.123	1.565	2.61	1.889	0.967	2.351	1.451	1.377	3.047	1.944
SLAMF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07	0	0	1.62	0	0	0	0	1.083	0	0	0	0	0	0	0	0	0
SLC2A4RG	0.649	1.275	1.373	0.581	0.732	0.814	0.629	0.604	0.923	0.538	1.441	0.45	0.808	1.433	0.519	1.605	0.915	0.704	0.567	1.293	0.85	0.391	0.292	0.34	0.88	0	1.176	0.571	1.283	1.515	0.72	0.509	1.307	0.941	0.851	0.587	0.237	0.044
SLMAP	-0.451	0	-0.037	0	0	0	0	0	0	0	0	0	0	0	0	-0.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLPI	2.229	4.395	3.163	3.011	4.062	0	0	0	0	0	0	0	0	0	0	0	2.175	0	0	0	0	2.141	0	4.76	0	2.907	0	0	2.533	0	1.91	0	0	0	0	0	2.927	0
SLURP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCHD1	1.509	0	1.483	1.161	-1.908	-0.726	0	-1.636	-1.707	0.478	0	1.38	-0.632	0	-1.521	-1.055	-1.085	-0.886	-0.763	0	-0.3	-2.049	0.042	-0.83	0	1.307	-0.994	-1.429	-1.747	-0.795	0	0.679	-1.613	-0.329	0.611	-0.083	0	1.284
SMN1	-1.266	-0.76	-0.782	-0.704	-1.023	-0.168	-0.551	-0.293	-0.572	-0.021	-0.439	-0.405	0	-0.1985	-0.401	0.015	-0.64	-0.536	-0.168	-0.6185	-0.525	-0.614	-0.474	-0.25	-0.315	-0.918	-0.134	-0.229	-0.847	-0.1925	-0.35	-0.086	-0.063	-0.654	-0.119	-0.068	0.132	0.002
SMN2	-1.031	0	-0.497	-0.559	-1.958	0	0	-0.506	-0.627	0.018	-0.859	0.1	-1.392	0	-0.651	-0.575	-0.655	0	-0.423	0	-0.87	-0.769	-0.828	-0.89	0	-1.093	-0.434	-0.519	-1.707	-0.445	0	0	-0.323	-0.769	0	-0.343	-1.183	0.114
SMNDC1	0.199	-0.345	-0.027	-0.329	-2.668	-1.676	-0.981	-2.236	-1.247	-0.912	-1.289	0.23	-1.442	0	-1.961	-1.235	-2.055	-2.006	-1.313	0	-1.49	-2.349	-0.838	-2.4	-1.71	-0.613	-1.024	-1.739	-1.627	-1.795	-1.04	-0.271	-2.223	-1.219	-0.659	-0.653	-0.783	-0.026
SMOC1	0	0	0	0	0.092	0	-0.071	0	0	0	0	0	0	0.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32	0	0	0	0	0	0	0
SMOX	0.3595	1.2175	0.7515	0.5855	2.117	0.422	0.0745	0.402	0.9565	0	0	0	0.474	0.6065	0.4095	0	0.9625	0.682	0	0.3815	0.395	0.9955	0	0.81	0.605	0.6585	0	0.4555	0.2465	0.4275	-0.03	0	0.7785	-0.0295	0.1855	0	0	0
SMS	-0.561	0	-0.907	-0.959	-1.308	0	0	-0.586	-0.397	-0.722	-0.159	0	0	0	-0.681	-0.395	-1.135	0	-0.733	0	-1.24	-1.109	-0.638	0	0	0	-0.424	-0.349	-0.657	-1.315	0	-0.301	-1.063	-0.449	0	-0.453	0	-0.306
SMTN	0	0	0	0.1305	1.227	0.447	0.2195	0.632	0.5115	0.839	0.3755	0	0	0.4115	0.9295	0	0.5825	0.527	0.5335	0.6465	0.505	0.8255	0	0	0.91	0.3785	0.278	0.7855	0.3515	0.9425	0.71	0	0.3835	0.3955	0.1755	0	0.6935	0.247
SMUG1	1.039	1.095	1.083	1.271	0	0.974	1.009	1.024	0	0.948	1.151	0.79	0	0	0	1.375	0.925	1.254	1.007	0	1.13	1.211	0	1.64	1.19	0	0	0.861	1.383	0	0.39	0.799	0.967	0.631	0.761	0	0.797	0.744
SMURF1	-0.146	-0.1475	-0.317	-0.384	-0.378	-0.208	0.0045	-0.388	-0.0835	-0.601	-0.3095	-0.56	-0.001	0.0065	-0.4455	-0.66	-0.3275	-0.168	-0.3665	-0.1335	-0.515	-0.854	-0.164	-0.49	-0.22	-0.1915	-0.202	-0.344	-0.342	-0.2825	-0.225	-0.5855	-0.3415	-0.979	-0.1245	-0.1615	-0.4165	-0.393
SMURF2	0	0	0	0	0.902	0	0.859	0	0	0	0	0	0	0	0	0.935	0	0	0	0	1.15	0	0	0.33	0	0	1.396	0	0.953	0	0	0.829	0.547	0	0	0	0	0.844
SMYD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMYD2	-0.661	0	-0.657	-0.209	0	-0.606	-0.501	-1.186	-0.977	-0.472	-0.909	-0.03	0	-0.857	0	-0.925	-1.325	-1.056	-1.043	-1.037	-0.72	-1.079	-0.828	-1.5	-1.15	-1.083	-0.884	-0.589	-1.147	-1.095	-0.73	-0.321	-0.983	-0.639	-0.289	-0.723	-1.223	-0.426
SMYD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.319	0	0	0	0	0	0	0	0	0	0	0	-0.049	0	0	-0.313	0
SMYD4	-0.0205	0	0.513	0.631	0.617	0	0.749	0.057	0.7715	0	0.0905	0	0	0.1415	1.014	0.635	0.875	0.042	0.592	-0.0135	1.02	0.7755	0	0.875	0.125	0	0	0.0705	1.008	0	0.01	0	0.7135	0.3905	0.0855	0	0.1635	0.127
SMYD5	0	0	0	0	0.942	0.324	0.409	0	0	0	0	0	0	0.583	0	0	0	0	0	0	0.59	0.481	0	0.64	0	0	0	0	0.643	2.245	0.37	0	0	0	0.401	0	0.217	0
SNIP1	-1.011	-1.355	-1.247	-0.969	-2.558	0	0	-1.686	-1.547	-1.072	0	-0.74	-1.892	-1.377	-1.601	-1.175	-1.945	-1.486	-1.583	-1.537	-1.9	-2.089	-1.358	-2.19	-1.95	-1.203	-0.914	-1.559	-1.697	-1.995	-1	-0.971	-2.103	-1.319	-1.109	-1.393	-0.723	-0.596
SNN	0.569	-0.185	0.463	0.161	-0.148	-0.366	-0.361	-0.946	-0.437	-1.512	-1.169	-0.94	-0.792	-1.497	-1.111	-1.095	-0.215	-0.616	-0.363	-1.297	-0.86	-0.859	-0.208	-1.18	-0.83	0.027	-0.784	-0.619	-0.637	-1.125	-1.13	-1.351	-0.753	-1.619	-1.139	-0.553	-1.883	-1.256
SNPH	0	0	0.053	0	0.442	0.444	0.459	0	1.313	-0.822	0	0	0	0.583	-0.671	0	0	0	-0.283	0.383	0.35	0.001	-0.168	0	0	0	0.856	0	0	0.665	-0.08	0	0	-0.649	0.421	0	0	0
SNRK	0.099	-0.175	-0.117	-0.139	-2.088	-2.096	-0.931	-2.526	-2.047	-1.092	-1.509	-0.01	-2.072	-2.357	-2.151	-1.285	-2.185	-1.766	-2.073	0	-0.95	-2.549	-1.238	-2.1	0	-0.983	-1.254	-1.959	-1.807	-1.625	-1.24	-0.721	-2.093	-1.259	-0.529	-0.873	-0.593	-0.326
SNRPA	0.259	-0.095	0.113	-0.049	0.662	1.134	-0.011	1.394	0.903	0.888	1.101	0.27	0.678	1.183	1.169	0.745	1.365	0.874	1.097	1.083	0.45	1.041	0.422	1.06	0.64	0.167	0.526	0.951	0.953	1.395	0.9	0.559	1.327	1.011	0.271	0.507	0.297	0.074
SNRPA1	-0.601	0	-0.547	-0.539	0	0	-0.301	0.004	-0.367	0.258	0.321	0.23	0	0	0.359	-0.235	-0.545	0	0.307	0	0.03	0	0	0	0	0	0	-0.019	-0.557	-0.365	0	0.249	0.087	0.631	0	0	0	0.034
SNRPB	0	0.935	0.733	0.471	0.872	0.974	0.639	1.404	0.973	0.818	1.341	0.59	0.818	1.423	1.369	1.055	1.255	1.024	1.147	1.373	0.91	1.241	0.642	0.95	1.1	0.597	0.806	1.071	1.333	1.365	1.34	0.779	1.407	1.361	0.601	0.377	0.427	0.224
SNRPC	-0.001	-0.005	0.148	-0.139	0.017	0.784	-0.101	0.939	0.778	0.948	0.721	0.65	0.463	0.693	0.4645	0.705	0.8	0.119	0.5085	0.768	0.395	0.981	0.201	0.66	0.575	0.077	0.416	0.621	0.623	0.845	1.01	0.724	0.882	1.181	0.236	0.267	0.722	0.504
SNRPE	-1.986	-2.83	-2.112	-2.404	-2.838	-1.986	-2.291	-1.171	-1.247	-0.137	-1.159	0.62	-1.502	-1.0235	-0.656	-0.885	-1.425	-1.033	-0.768	0	-1.73	-0.609	-0.868	-1.89	-1.345	-1.973	-0.599	-0.849	-1.702	-1.195	-0.29	0.449	-0.828	0.196	-1.364	-0.643	0.312	0.374
SNRPF	-0.666	-0.405	-0.1835	-0.494	-0.668	0.032	-0.671	0.282	0.343	0.438	0.581	0.38	-0.211	0.528	0.349	1.1	-0.09	-0.093	0.492	0.2015	-0.065	0.346	0.017	0.035	0.085	-0.108	0.861	0.176	0.788	0.1775	0.8	0.869	0.592	0.786	0.016	0.107	1.192	0.649
SNRPG	-2.201	-1.6025	-2.292	-2.359	-2.703	-1.656	-1.741	-1.121	-1.332	0.183	-1.089	1.455	-0.901	-1.602	-0.341	-0.37	-1.545	-1.971	-0.723	-1.462	-1.12	-0.364	-0.728	-1.315	-1.72	-1.378	-0.359	-0.679	-1.352	-0.77	0.185	1.029	-0.848	0.321	-0.844	-0.358	1.037	1.064
SNRPN	0.239	0.855	0.213	0.291	1.062	0.464	0.319	0.414	0.063	0.088	0.421	-0.14	-0.392	0.633	0.299	0.315	-0.015	0.184	0.347	0.393	0.69	0.461	0.232	0.26	0.4	-0.143	-0.394	0.721	-0.077	0.335	0.61	-0.011	0.597	0.521	0.771	0.257	0.327	-0.036
SNW1	-0.281	-0.55	-0.267	-0.359	-0.383	-0.186	-0.096	-0.166	-0.012	-0.027	-0.064	-0.005	-0.156	-0.0585	-0.0555	0	-0.555	-0.651	-0.313	-0.542	-0.455	-0.379	-0.148	-0.84	-0.54	-0.388	0.371	-0.224	-0.252	-0.495	0.085	-0.031	-0.253	0.196	-0.114	0.042	0.402	-0.106
SNX1	0.864	0.65	0.668	0.526	0.777	0.744	0.659	0.929	0.408	0.538	0.846	0.205	0.383	0.308	0.3695	0.395	0.815	0.779	0.852	0.2865	0.685	0.871	0.572	0.985	0.575	0.717	0.336	0.681	0.603	0.59	0.76	0.359	0.992	0.746	0.311	0.427	0.422	0.124
SNX10	0.1645	-0.1725	-0.0085	-0.1295	-0.818	0.662	0.6895	-1.016	-0.427	-1.101	-1.5395	0	-0.347	0	-1.316	-1.0025	-0.72	-0.626	-0.783	0	-1.01	-1.614	-0.118	-1.265	-1.29	-0.4015	-0.504	-0.759	-1.0335	-0.685	-1.33	-0.966	-1.378	-1.409	-0.899	-0.518	-1.1115	-0.358
SNX11	1.169	0	1.063	1.011	1.382	1.064	1.129	0.764	1.213	0.518	0.881	0.44	1.658	1.153	0.799	1.105	0.915	0.824	0.817	0.833	0.71	0.751	0.902	1.29	1.41	1.527	0.916	0.791	1.253	0.985	0.88	0.499	0.767	0.681	0.841	0.667	1.127	0.524
SNX12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.427	0
SNX13	-0.241	0	-0.597	-0.789	0	0	-0.471	-2.396	-1.477	-1.092	0	0.09	0	0	-2.221	-1.485	0	0	0	-0.977	-1.07	-2.519	-1.138	0	0	0	0	0	-1.757	-1.575	0	-0.721	0	-1.479	0	0	-1.303	-0.336
SNX14	-0.581	0	-0.747	-0.609	-2.398	-1.296	-0.901	-1.766	-1.677	-0.332	-0.969	0.63	-1.782	-1.057	-1.381	-0.655	-1.725	-1.506	-0.923	-1.887	-1.2	-2.059	-0.988	-1.77	-2.1	-1.213	-0.874	-1.599	-1.507	-1.275	-0.54	-0.071	-1.763	-0.529	-0.629	-0.433	0.177	-0.076
SNX15	0.3845	0.1025	0.2515	0.2805	0.661	0.187	0.2295	1.339	0.6215	0.224	-0.0695	-0.155	0.679	0.0965	1.304	0.1325	0.3875	0	0.3235	0	0.075	0.2255	0.311	0.095	0.12	0.1885	0.203	0.4555	0.2815	0.5475	0.1	0.0395	0.4635	0.1705	0.1455	0.3335	-0.1665	-0.183
SNX16	0.349	0	0.243	0.151	0	0	0	0	0	0	0	0.95	0	0	0	-0.965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.471	0	0	0	0	0.547	0
SNX17	0.129	-0.065	-0.112	-0.249	0.677	0.474	0.269	0.864	0.043	0.283	0.441	0.08	0.419	0.808	0.674	0.435	0.72	0.539	0.462	0.408	0.605	0.556	0.206	0.79	0.84	0.322	0.396	0.476	0.653	0.26	0.605	0.184	0.752	0.596	0.201	-0.038	0.052	-0.166
SNX19	-0.161	0	-0.307	0.131	-0.958	-0.316	0	-0.606	-0.387	-0.312	-0.209	-0.23	-0.512	0	-0.591	-0.615	-0.325	-0.206	-0.123	0	-0.26	-0.589	-0.498	-0.64	0	0.047	-0.054	-0.729	-0.747	-0.185	0.12	-0.511	-0.653	-0.409	-0.059	-0.123	-0.443	-0.136
SNX2	-0.791	-1.495	-0.987	-0.889	0	-1.356	-0.141	-1.176	-1.067	-1.022	-1.539	-0.3	0	0	-0.911	-1.555	-1.575	-1.566	-0.613	-1.587	-0.97	-1.109	-0.618	-1.75	-1.92	-0.693	-1.124	-0.429	-1.607	-1.625	0	-0.421	-1.083	-0.909	-0.819	-0.213	0	-0.346
SNX22	0.7295	0.9125	0.8165	0.4455	1.172	0	1.224	0	0	0	0	0	0	0	0	1.57	0.8925	0.742	0	0	1.08	0.4805	0	0	0	0	0	0	0.3465	1.3325	0	0	2.287	0	0	0	0	0
SNX25	0	0	0	0	0	0	0	0.972	0	0.629	0	0.73	0	0	0	0.1175	0	0	0	0	0	-0.1695	0	0	0	0	0	0	0	0	0	0	0	0.2955	0	0	0	0.747
SNX3	-0.021	-0.765	0.033	-0.369	-0.218	-1.126	-0.731	-0.516	-0.857	-0.762	-1.079	-0.28	-1.462	0	-0.631	-0.705	-1.315	-1.446	-0.493	-1.527	-1.02	-1.019	-0.198	-0.74	-0.88	-0.543	-1.164	-0.089	-0.747	-1.405	-0.72	-0.421	-1.503	-0.909	-0.839	-0.273	-0.033	-0.426
SNX4	-1.271	0	-1.497	-1.059	0	0	-0.781	-1.896	0	-0.762	-1.439	1	0	0	0	-1.325	0	0	-1.423	0	-1.21	-2.149	-0.958	0	-1.81	0	-1.314	-1.369	-1.927	0	0	0.269	-1.943	-0.909	-0.599	-0.573	0	0.174
SNX5	0.179	0.245	0.053	0	-0.228	0.094	0.499	0.034	-0.477	0.678	0.421	0.87	-0.562	0.433	0.479	0.305	0.185	0.164	0.297	0	0.27	0.041	0.062	0.15	0.06	-0.243	0.126	0.041	-0.087	-0.025	0.62	0.629	0.537	0.761	0.501	0.417	0.687	0.554
SNX6	0.069	0.12	0.123	0.111	-0.383	0.039	0.464	-0.281	-0.297	-0.372	-0.199	-0.04	-0.547	-0.172	-0.216	0.005	-0.33	-0.201	-0.208	-0.622	-0.08	-0.519	0.022	-0.14	0.025	0.302	-0.094	0.001	-0.052	-0.475	-0.12	-0.076	-0.318	-0.084	0.176	0.087	0.412	0.404
SNX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.275	0	0	0	0	0.62	1.111	0	0	0	0	0	1.081	1.023	0	0	0	1.417	0.331	0	0	0	0
